LogOfSumRCR03-06,LogOfSumRCR07-10
0.992845354,0.950581145
0.926786727,0.946985412
1.040431852,0.688224175
1.071971517,1.055338558
0.679950664,0.767125044
1.187031108,1.532483305
0.635235394,0.783327073
0.945901653,1.147443616
0.94089335,1.088214711
1.409044002,0.76604577
1.652270378,1.46448879
1.049614871,1.182799362
1.386911375,1.352916603
0.373249858,0.599831237
1.283257212,1.585985189
1.17836729,1.427310958
1.424819032,1.4056231
1.036604424,1.109985541
0.645358762,0.034470676
0.930417815,1.044972234
0.619574414,0.797043422
0.799365119,0.973760265
1.234996624,1.100055946
1.187218365,0.848710198
1.20091679,1.210726104
0.847729318,1.148292333
0.504286572,0.545265366
1.029799764,0.501767888
0.320469435,0.765187923
1.617628617,1.343755403
1.230525417,1.472158032
1.140225524,1.189993389
1.304615714,0.775368733
0.70238429,0.354141864
1.159986275,0.772175032
0.773719708,0.846975733
0.631306764,0.518914454
1.342015678,1.246251945
1.144337738,1.117667274
0.814579656,0.987050014
0.832390702,0.648145805
0.577716488,0.758213819
0.25439824,0.521033833
1.42679436,1.317358228
1.003896306,0.772589774
1.57086559,1.638185589
1.263836449,1.034134051
1.088327614,0.777254376
1.467078923,1.571435807
0.576600216,0.501475981
1.32467948,1.399612203
0.224353309,0.882578069
1.452767229,1.460982762
1.487277741,1.329457863
1.225954588,1.334791433
1.247511854,1.116370512
1.099358594,1.338189225
0.758926255,0.621860622
0.649343465,0.553563969
1.49050467,1.454295192
0.779992295,0.659228943
0.481051673,0.600002681
1.11928997,1.327992114
0.785765344,0.91889022
1.111658482,1.147241983
1.141571879,1.095558577
1.111857538,1.052968318
0.947557553,0.700672338
0.683876682,0.734419831
2.192566719,1.706848283
1.298212241,1.324968355
1.153075054,1.378955817
0.908917733,0.982541925
1.081144922,0.91919734
1.49578942,1.475596845
2.139345553,1.903197312
1.196866322,0.76104623
1.18043822,1.247361423
1.281165786,1.091010533
0.743960608,0.795957079
0.81014331,0.551587704
2.012809863,2.062168544
0.735814804,1.252521665
0.97787067,1.405774196
1.082235233,0.55899294
1.319660291,1.300946036
0.623498594,1.057234263
1.020482341,0.577670429
0.786401028,1.234070447
1.258340759,1.052727129
1.098188991,1.275893494
0.968169183,0.884262386
1.347159771,1.472191674
0.863706677,1.030660501
0.714726472,0.780705608
1.078470446,0.89933453
0.815146205,0.776413282
0.680407828,0.869077379
0.654018224,0.519433859
0.747913637,1.156044799
0.880984057,0.933928686
1.396088283,1.122968026
0.454784008,0.967985475
1.059107876,1.105431018
1.575828043,1.256388452
0.85808357,0.818291124
0.818862581,0.938591978
0.947890851,0.825269989
1.292013333,0.966626606
0.854520267,1.022318921
1.521166063,1.349001725
1.1267347,1.132408275
0.839698991,0.642790504
1.541125508,1.048236564
0.980970303,0.899632899
1.157291058,0.859404731
0.788312175,0.705234535
1.14218062,1.525476888
1.186588058,0.631429512
1.114600561,0.548911953
1.15933688,1.216718397
1.101186509,1.281915249
1.011861988,1.455323451
1.035671971,0.725791046
0.843021933,0.769422836
0.711197861,0.490764757
1.621666364,1.286368521
0.889651684,0.477786948
0.982944004,1.430800372
0.936789071,0.951057489
0.91738449,0.74649713
0.909636236,1.125286288
1.141444815,1.502283099
1.181267862,0.695343755
1.239563853,1.129985835
1.475446311,1.039868697
0.894879284,1.316836338
1.307356752,1.045991593
1.865547359,2.106959707
1.686195037,1.405429176
1.381391411,1.243153304
1.766282959,1.165153901
1.047375681,0.906191456
1.013689721,1.187906064
0.570039715,0.332908909
1.692002965,1.227773797
1.340128282,1.503556136
0.973762632,1.133161566
0.645590421,0.420544343
1.169493033,1.45722593
1.170242021,1.205799666
1.128681868,1.145494268
0.805626035,0.900221667
0.871477266,0.668432921
0.760665121,0.617752983
1.394966018,1.63576583
1.055114075,1.416404773
1.163895314,1.062501579
1.121872841,0.750180736
0.790601913,0.942626207
1.106271004,1.131095969
0.825040427,1.049673764
1.374889214,1.904085616
1.092971902,1.103437991
1.287838148,1.005678761
0.638718826,1.060901612
1.238254283,0.75770026
0.985545759,0.914263669
0.413636206,0.418919685
1.132805091,0.826702641
1.024486939,1.16568465
1.185717767,1.224631203
0.305416513,1.040662999
1.318459948,0.90853939
0.668473561,0.818968246
0.841718451,0.921464169
1.289369966,1.330636114
0.553610872,1.050318326
1.017288666,1.028507216
0.734899365,0.843503898
1.011612008,1.057535697
1.048125439,0.775881168
1.607042167,1.636508841
1.019394014,1.005926526
1.060543699,1.39654176
0.708903376,0.977416387
0.898363629,0.845871156
0.813874365,0.81155486
0.828515838,0.598244535
1.546957586,1.26410809
0.595718308,0.551190033
1.050218013,0.689937715
0.913307044,1.303190807
0.688788323,1.030979858
1.073652959,1.045472142
1.583050832,1.288360906
1.349931199,0.999633706
0.72723242,0.688285387
1.151988987,1.421259077
1.290601743,1.229916163
1.01129358,1.029955573
1.093157093,0.951034865
1.017202067,0.837276163
1.018513327,0.594116853
0.701354292,0.98757618
1.253932894,1.214209908
1.296010072,0.907936436
0.926268448,0.686729396
1.483667228,1.557403531
1.168937681,1.473205011
1.098034161,1.171501303
0.899751924,0.610605985
0.69665245,0.949690545
1.072235391,1.167390086
0.782760483,0.955056067
1.168713835,0.777806617
1.175675568,1.045569761
1.078854158,1.308121243
0.673807376,1.239399781
0.560429015,1.012490524
0.735401346,0.524508065
0.810712791,1.012902935
0.79041062,0.446722008
0.849074623,1.355172669
0.895353306,1.131174056
0.768493173,0.908056496
1.257256637,1.267909711
1.057941269,1.419748853
1.34236168,1.257227862
1.429134222,1.30474859
0.814439732,1.274977365
1.082618998,1.288199423
0.785980305,0.926908832
1.457872597,1.203192988
0.838419067,0.738701656
1.903556009,1.404100938
1.265715269,1.042656084
1.097477077,0.782813265
0.77422892,0.883015257
1.453814391,1.194246598
1.26837373,0.968893628
0.863002372,0.780847315
1.75621444,1.803989845
0.916791875,1.196316961
0.395102487,0.407766727
1.023923795,1.179872278
0.759517836,1.023057313
0.755320443,0.897059656
1.029283763,0.88359199
0.355723765,0.517863799
1.044249076,1.419227434
0.902170602,0.776151725
0.530886297,0.885225382
0.893417646,0.954292596
0.525205264,0.3799703
1.518095053,1.729162172
0.964882261,1.055763809
1.128458994,1.319154847
0.366377709,0.628438266
0.967781967,1.040383687
1.408849835,1.433536354
0.575171088,0.843676851
0.885318699,1.071193326
0.863924227,1.11654609
1.375005204,1.650903923
1.069876873,1.379922789
1.4069159,1.583240363
0.761772509,1.072961531
0.770912641,0.69039089
0.593770867,1.076684261
0.928763419,1.385023221
0.789530996,0.651365429
1.049987935,1.333589755
1.2464087,1.140066572
1.07908681,0.77627525
0.950327014,0.936332326
0.99273548,1.21143112
1.519984366,1.118123259
0.728543828,1.264132015
0.862142095,1.146869551
0.611948057,0.716202945
0.635115705,0.837278997
0.519712532,0.602485355
0.787328467,0.999601212
1.729477991,1.720384307
0.981868006,0.578362035
1.385699353,1.098593103
0.880002945,0.983505898
0.917035626,0.882491864
0.991121887,0.8023496
1.108302286,0.94102282
1.171380387,0.835403548
0.752772911,0.96823368
0.807331262,0.606364195
0.670851804,0.86881597
0.875098617,0.694795684
1.389410163,1.555106261
0.671702154,0.816224489
0.782235375,0.566915374
1.245293023,0.939071478
1.513574359,1.327241593
1.14143451,1.352645812
0.771758426,0.599392886
1.739835903,1.61940633
1.017426022,1.003472441
1.24704929,1.225614766
0.822153952,1.271413303
0.742631627,0.734998977
1.380441328,0.792323228
0.826305536,0.862146316
0.829018679,0.933084315
1.037206099,0.961510265
1.469106729,1.190842812
0.858070038,0.772416389
0.840229886,0.991174609
1.28726135,1.144877902
1.221280797,0.993082711
0.6604395,0.789257234
1.556105959,0.737644219
0.850341438,1.004676426
0.606038773,0.648401611
1.412935801,1.174101857
0.904241487,1.018771645
0.709465271,0.87066525
0.772640969,0.332332583
0.904272947,1.27206284
0.980811306,1.081825008
1.107966142,1.058888589
1.00746576,1.456786235
1.114487234,1.023199392
1.405900016,1.31494088
0.510350764,0.465200445
1.115311021,1.059752659
1.068033876,1.432748585
0.82238825,0.8474598
0.493304302,0.536571659
1.283625091,1.131195845
0.866284815,0.584341206
0.627133203,0.324184354
1.518213074,0.979097035
0.739798772,0.934296203
0.955208451,0.83559624
1.305560171,1.146120534
1.046104865,1.511227723
1.143168482,1.260371139
0.842617198,0.627799016
1.392623067,1.276109774
0.965376657,1.265585355
0.457086531,0.968803358
0.942884396,0.959415931
0.624850254,0.479921821
1.085467242,1.129796224
1.041099683,0.912669268
1.8464753,1.586349381
0.791917765,0.818367383
1.183147075,1.268163425
0.462246958,0.966239831
0.650730245,1.041431983
0.945778025,0.885477704
0.714906962,1.308021401
1.014523262,1.229894603
1.087042579,1.208939846
0.655766422,0.763761322
1.770466399,1.536765025
1.032291561,0.880661717
0.74788508,0.509449186
1.313261828,1.473586629
0.833287627,0.916793212
0.708597803,0.431976258
1.372494535,0.88823712
1.707896619,1.415361055
1.003841981,0.653841551
1.176678223,1.002518214
0.935972991,0.838273035
1.467459952,1.477436191
0.921832636,0.512401422
1.40139314,1.549419697
1.129592566,0.977039179
0.628902988,1.091599928
1.717344176,1.835345345
0.772129001,0.888940801
0.834396558,0.842596889
0.850337026,1.121729151
1.396931127,1.303054284
0.883446904,0.989219898
1.343666826,1.28374103
0.488663087,0.260150259
1.608000677,1.494455382
1.061874504,1.037882791
0.763752489,0.716278292
0.396732697,0.355962495
1.454770349,1.609357079
0.598467947,0.729318161
1.016335033,1.622223369
1.047241078,1.045083528
0.50415699,0.705068435
0.778793057,0.968774993
1.023524505,1.002677985
0.59957924,0.712340544
0.859045185,0.870719461
0.777161962,1.212455389
0.974269212,1.088697012
0.828166851,0.710025765
1.268520992,1.473774216
1.323500796,1.114621495
1.377616832,1.19229903
0.583226535,1.122889304
0.939170162,0.898711735
0.660773704,0.883145778
0.704124499,1.166394374
1.125576437,1.413471822
0.948486682,0.974662809
1.112520958,0.993519229
1.916419894,1.540084232
1.164830001,1.177527017
1.421336804,1.472849945
1.475857485,1.554124806
0.940940272,1.132298471
0.657739142,0.93876992
1.026879497,0.977786525
0.406940172,0.616157652
0.623914091,0.640071906
1.092786115,1.090730056
1.257075283,0.907477677
0.739037868,0.415771503
0.969509287,0.98250057
1.868943352,1.324220407
1.474233727,0.763438909
1.84525149,1.733383504
0.831451651,1.386876575
1.620248856,1.546906677
1.044586651,0.946071385
0.733033425,0.79750607
1.387128074,0.94592907
1.181696201,1.109025976
0.579552751,0.691224734
0.908744254,1.037072524
1.244245197,1.113267265
0.6109878,1.000581525
0.864594367,0.679668915
1.865694793,1.484509033
1.01201446,1.22902819
0.720315151,0.594747647
0.763348952,0.559426756
0.866481883,0.887719559
0.837252294,0.891807331
1.200103254,0.987473378
0.912772061,0.52694715
0.451448977,0.622586638
0.819902134,0.954468564
0.917322801,0.824246801
1.618178355,1.226831818
1.186250172,0.706742423
1.618837999,1.42719142
0.636169241,0.96056924
0.992162999,1.153383606
1.073218622,1.34693323
0.439933615,0.351146657
1.06556916,1.116415016
0.77329435,0.889443545
0.940876326,1.263189384
0.949562037,0.78865466
0.579390798,0.783791753
1.228185167,1.243943008
1.559129619,0.933072656
1.04370432,0.989939667
1.72742328,1.263280225
0.5865987,0.670180227
0.934661239,1.211080512
1.49659427,1.434415122
0.274502649,0.503253348
1.308421204,1.469243922
1.144211641,1.309442769
0.806583543,1.09556069
1.024622213,1.164527084
0.747548562,0.771242168
0.697072767,1.169564805
0.665723022,0.653780727
1.232249015,1.07867602
1.484230261,1.313527444
0.824468812,0.862678315
0.780823406,0.58736435
1.045087244,1.26092855
1.013236644,0.856163397
1.151333634,1.529359223
0.612254994,0.817177491
0.583818515,0.611535681
0.609041445,1.236349477
1.186925631,1.316290091
0.690369508,1.075205849
0.943646099,0.90867854
0.913950076,0.963012598
1.111481959,1.096110792
0.76500323,0.621715389
0.706910078,0.69543571
1.038308119,1.623977513
1.256966139,1.652714287
0.945620333,1.06775628
0.585473022,0.83532984
0.544929071,0.862786913
1.185758718,1.001099501
1.025240878,1.450821169
0.966631462,0.969903991
1.234293867,1.36035716
1.305962869,1.598248807
1.326158204,1.206784081
0.811189697,0.777954571
0.887589794,1.183051974
1.316943494,1.219579913
1.004910132,0.931458472
0.698679139,0.802057713
1.226583662,1.134222993
1.080044778,0.692159105
1.12814881,0.684919692
1.114389743,0.531798839
1.181348176,1.190959127
1.306246426,1.325553351
1.137621181,1.49406269
1.201633533,0.881762656
1.113221653,0.465576463
0.977264062,0.961714589
1.434709559,1.599970231
0.839083161,1.306823549
1.718567839,0.946487517
1.070702466,0.809889264
0.890016309,0.154968577
1.084621898,1.341524769
1.332181511,0.910556129
1.315398249,1.685679216
1.200085992,0.904582467
1.616290716,1.439366916
0.448599604,0.344802044
0.727211643,1.000163692
0.944760318,1.215222276
0.800331376,0.581444272
1.709376371,1.424190956
1.251977036,1.70987811
0.71028363,1.086494227
1.001868253,0.846427579
1.474053504,1.852345444
0.806814337,0.76685305
1.378203934,0.810470685
0.977423985,1.050045058
0.779963488,0.874170953
1.1801885,1.060907641
1.137380295,1.131734602
0.748777418,1.236274303
0.758213692,0.935129482
1.492723703,1.594776225
1.236753268,1.459140539
0.786052809,1.107020481
1.359924774,1.524372387
1.041115129,0.962065757
1.299537183,1.158325099
0.861484065,1.120979055
0.946864454,1.540127669
0.922089661,0.900694802
0.988068665,0.739402267
0.664046752,0.727377332
0.837699067,0.84227666
0.950901477,0.965686126
1.138786459,1.258601306
1.273165489,1.321219435
1.033030885,1.505942999
1.047788005,1.028266603
1.019936444,1.303310255
0.783559002,0.683534934
1.284283517,1.35099904
1.012224616,0.975700643
1.416109197,1.590362685
0.971851071,0.760188656
1.646072798,1.821229546
1.149846905,0.785812966
0.960058685,1.500652566
0.916313195,0.589437384
0.474577631,0.832285651
0.960178852,1.486836747
1.127594688,1.745854614
1.51050537,1.120813662
1.413044241,1.630290287
1.142305102,1.356585507
1.594867189,1.43677167
1.377006003,1.260789712
1.200633857,0.761021098
0.372171962,0.383854224
0.979074583,1.098135469
1.269960025,1.137057552
0.723557139,0.466573078
0.995174466,0.793715872
1.555461733,2.219770285
0.854289285,0.8281616
0.903608581,1.061687954
1.007250014,1.054913973
0.398074921,0.502836466
1.433818816,1.49437723
1.029187951,0.870169104
1.242890023,1.298393686
1.475243342,1.183961426
0.796083759,0.80357441
0.867130904,0.843086705
0.875867435,0.965710026
0.999637517,1.007961537
0.94314667,1.032435086
1.469952463,1.083490242
1.034498672,0.888920031
1.043683311,1.160357462
0.663181156,0.868570985
0.925598129,0.717260872
1.457891761,1.165296555
0.945414548,1.07706377
0.379638057,0.704545422
1.313609131,0.913837312
0.628448691,0.466636402
1.02797698,0.719278579
0.750094971,0.685892044
2.162229909,1.571695213
0.869856281,0.777885849
0.958692273,1.346586545
0.548287123,0.778149797
0.811123432,0.553261514
0.805381359,0.930461822
0.805945922,0.812714398
1.526327439,1.55910426
0.607042334,0.82770716
0.801711088,0.742913081
1.035012906,0.588511821
0.820813373,1.000969902
1.608504327,1.469774827
1.201220573,1.35757067
1.130210061,1.122302829
0.860914803,0.647866361
0.77148298,0.743160615
1.359617438,0.930566833
1.709884046,1.702847082
0.550687458,0.854245141
1.028924046,0.87773011
0.934527211,0.664684599
1.180543974,1.282776553
0.940234311,0.868281344
1.462007387,1.589488154
0.977671734,1.450531889
1.309929268,0.909617806
0.277488223,0.188889299
0.917303562,1.202867719
1.159045691,1.300613776
1.116870703,1.105674444
0.507890387,0.736015617
1.008770728,0.781895817
1.278757644,1.576905632
0.912567696,1.389853908
0.915784438,0.725817364
1.48436974,1.337510945
0.990992108,0.933251782
0.837451203,0.605826677
0.287999262,0.724033455
1.021422662,1.104716787
1.566653743,1.334540025
1.006030272,1.140034015
0.889215696,1.320699451
0.788265286,1.164736491
1.175457684,0.959176125
0.754945613,0.737167412
0.673083052,1.170082345
1.207276492,1.023881876
0.994006363,0.915591215
1.182562632,0.581223418
1.435494766,1.802217066
0.80126559,0.913811544
1.227325077,0.99635663
0.555407985,0.84291005
1.956681192,1.721217557
0.915568877,1.040750145
0.613502558,0.385226945
0.826836488,0.975843415
1.319954539,1.388973092
1.446621027,1.050493049
1.405265049,1.414767459
0.855183952,0.642943267
0.933825853,0.879925739
0.996421483,1.284015376
1.037218054,0.98844896
1.832760891,1.208783415
1.115608487,1.148433511
0.876976898,0.877605516
1.158228244,1.222662501
0.372966359,0.43943076
1.048256511,0.98926175
1.040437439,0.961631815
0.835591778,0.907358793
0.562585728,0.699072026
1.135206311,1.366054966
0.993435119,0.925455702
1.043760121,1.103896314
1.595106306,1.261551779
1.372148992,1.886195715
1.214984074,0.960965749
1.229201735,0.774781475
1.266962419,1.045349351
1.633036942,1.837700964
0.841755748,0.653601761
1.295448497,1.065566446
1.137621117,1.216703077
0.521659774,0.649996674
1.098303806,0.603276145
1.37306888,1.182621499
1.210935254,1.565004085
0.38132766,0.906284117
0.550859849,0.903013238
1.096618991,1.289080041
1.217841496,1.166171697
0.838827388,1.478255054
1.252198692,1.177239608
1.045408183,1.210439688
1.575745913,1.12909783
1.017265932,0.886449264
0.838689119,1.145851482
0.577003307,0.87474689
1.67086246,2.081590873
0.712512687,0.922062074
0.701175828,0.591445023
0.739697513,0.580186007
1.173283298,1.021061543
0.945618459,1.264243819
1.623970262,1.687670346
0.778421944,0.959706138
1.105641283,1.001702167
1.183997078,1.042805489
0.786539039,0.890953029
0.872501693,1.087680178
0.869670722,1.137084753
1.064484712,0.624594365
0.570899434,0.86253017
1.004752284,0.716476364
0.703256607,0.734775393
0.601100195,1.115213847
1.142094627,0.969866561
0.89433721,0.517076741
1.174938093,1.072847015
0.713994267,0.224756777
1.428488839,1.228881787
1.14393441,1.124686728
1.329052133,1.357559816
0.661427773,1.375907227
1.222248746,1.347110307
0.776329398,0.759950993
1.140366132,1.030246911
1.058810293,0.714673141
1.057656821,0.764184703
0.907619644,1.148966681
0.984119186,0.803477523
0.884817065,1.27899223
0.781419062,0.623813545
1.045050437,0.516820035
0.743160092,1.221224463
0.993101586,1.462275942
1.654544388,1.861283226
0.955656628,0.832897249
0.911169111,0.912027678
0.708757857,1.114101842
1.575199704,1.253542285
1.401664893,1.553916767
1.026697331,0.909319598
0.982894262,0.929559105
1.104841805,0.762493375
1.223665042,1.244645057
1.240614068,1.423566406
1.03275219,1.178590635
0.977786944,0.657382189
0.862905891,0.748598905
1.091400734,0.951100894
1.041189517,0.797640819
1.010238384,0.802283806
0.971091805,1.044648371
1.457807502,1.315664853
1.3644291,1.041591792
0.95961654,0.691039553
1.026606665,0.982462584
1.313542168,1.072204628
1.261789157,0.908652384
1.066792458,1.048783198
0.730626466,0.865074823
1.15728112,1.391564657
0.906024561,0.620962327
1.030426104,1.521361318
0.676229257,0.806395897
0.972010617,1.014789571
1.533200096,1.719380333
0.6996746,0.845798993
1.194507324,1.157152681
1.127647871,1.099024964
0.90966875,0.533389599
0.959541375,0.762514716
0.976162294,1.14093562
0.673172829,0.728705436
0.868423467,1.219701232
1.257143421,1.370236528
0.731658934,0.434130533
1.484641601,1.286341657
0.844590675,0.891064756
1.118126027,0.985158121
0.898773879,0.911881983
0.698320742,0.656737143
0.784321085,1.028254184
0.937674448,1.296279745
0.793647932,0.612441675
1.623997357,1.491889202
0.918386816,1.094658527
0.912649889,0.736118571
1.198671173,1.296125951
0.86221727,0.7277374
0.692648556,0.441269513
1.113849406,0.995200035
0.840592684,1.141568088
1.140676109,1.098660907
1.350201952,1.011949486
1.238158288,1.055694556
0.773674733,1.42768913
1.122670301,1.041571987
0.72267932,1.275054014
1.132717747,0.740368149
1.253493119,1.239788624
0.579581454,0.77425634
1.032308362,0.818295359
0.988357398,0.568979503
1.224909557,1.543680844
0.718012768,0.977209884
0.67460308,0.538352042
0.820313743,0.4757806
1.227394768,1.258886619
0.883635198,1.088893719
1.463806763,1.392816055
1.01943617,1.278207785
0.899826391,0.772040276
1.405541501,1.161209859
0.616251794,1.270290831
1.335290365,1.380941055
1.292054817,1.010881237
0.82313174,0.756707892
0.864909305,0.948381233
0.91282239,0.969009182
0.627276777,0.773183033
1.300175581,1.340165991
0.607207922,0.504097693
1.476286857,1.225590695
0.703422324,0.740530897
1.096320697,1.030560122
1.189600744,1.110066147
1.501786126,1.456171164
0.595325195,0.726429229
0.832113928,0.989034059
0.493497599,0.681832075
1.34088993,1.14306147
0.554159309,0.506121704
0.866672291,1.181485081
0.73726684,1.18610621
1.599813897,1.136667352
1.556482251,1.823684369
0.845184567,1.114230204
0.72668321,0.930045351
0.956916017,0.627567542
0.467032354,0.208925739
1.138173511,1.313587998
1.362811371,1.35728185
1.332447446,1.183725101
0.411915404,0.404619414
1.201045497,1.03856725
1.023480892,0.666798936
0.966942859,0.581280561
1.123759967,1.307024165
1.016476163,0.780339483
1.220926853,1.546885706
1.0219008,0.818149521
1.368265726,1.244683048
1.546553222,1.570921432
0.872982668,0.889505412
1.377936218,1.465171568
1.091896738,1.291434007
0.925542282,1.060635853
1.06928745,0.786113324
1.601034774,1.197432443
0.930295857,0.841283069
1.155503575,0.794988068
1.433168981,0.799302272
1.143360568,1.172943571
0.846570585,1.11052113
0.568875765,0.10289592
0.805322244,0.945534672
1.229774473,1.175032947
1.13450536,1.660185118
1.73784848,1.878169899
0.901329072,0.646293401
1.020639508,1.070129765
1.593267901,1.138947892
0.573721331,0.769673362
1.273396225,1.036085467
0.54343199,0.21958638
0.841031699,1.442646481
1.1486621,1.003151702
1.543115844,1.407944357
0.765664983,0.921956575
0.939580618,0.948327554
0.963237887,0.403628568
0.888039886,0.73293808
1.355454122,1.326721885
0.367157758,0.589630206
1.637979573,1.549468533
1.345625762,0.984597333
1.065105144,0.89326675
1.531568938,1.678573803
0.513807068,1.055890302
0.682505119,1.43657484
0.808534063,1.017014974
0.97154947,0.9635823
1.089615735,0.757372918
0.87579605,0.892727325
1.784631112,1.703906306
1.025518225,1.191957469
1.319007176,1.088156261
0.755555639,0.413001424
0.760278291,0.240032989
0.981966902,0.9269254
0.6030504,0.883587483
1.434768756,1.282653081
1.033001679,0.9224988
0.830239505,0.617016954
1.12043759,1.491690127
1.440722364,0.858441061
0.84532457,0.972323675
0.940363902,0.92734033
1.507171436,0.889585563
1.184617398,1.124979668
1.042769888,1.258602154
0.841806631,0.817915836
0.514969532,0.930482795
0.705757208,1.125369297
0.728178978,1.197148419
1.22751248,1.189074224
1.117364605,0.767963955
0.819090567,1.415022043
1.136276983,1.058323181
1.05182733,0.930486874
1.261867325,0.792602749
1.580657865,1.709520926
1.054111128,0.978944088
0.96484017,1.153225755
0.86830225,0.836194206
0.842582774,0.644082097
0.669189715,0.709207705
1.242525969,1.178442355
1.150599276,1.295031674
1.217107733,1.592066796
0.941473531,0.71642729
1.027587815,1.11838361
1.360107426,1.331684555
0.524854433,0.688590049
1.151498579,1.01374814
1.253226454,0.952065086
1.011351415,1.609976503
1.56314664,0.93286908
0.454902885,0.782423626
1.006136969,0.624363974
0.983683402,1.097251764
1.491740734,1.417818892
0.689093997,1.065519382
1.803236848,1.6813778
0.41478976,0.732502379
1.647100133,1.271222283
0.74639311,0.826052056
1.172048676,1.118907631
1.327958303,1.315487696
1.369267247,1.3637517
0.629672749,0.749808001
1.003743926,1.10271823
0.589455786,0.787211959
1.195130776,1.076495001
0.937230962,1.072299147
1.37640582,0.839382972
0.718124257,0.724573762
0.286761479,1.276776963
0.985504671,0.687425488
0.673050089,1.016986777
1.317269894,1.426371617
0.863639556,0.569402527
1.102003828,1.294523636
1.172952276,1.049417525
1.740318954,1.037407561
1.116635817,0.997923389
1.201206128,1.025379965
0.774271195,0.949539529
1.263014436,1.771773605
1.415037929,0.746161327
0.950304274,0.809785181
1.071569786,0.613358779
1.330214882,1.292319828
1.333453168,1.106174198
0.841426426,0.683175513
0.586828665,0.80692836
0.949152995,1.017193854
0.874874686,0.690395167
0.641326918,0.921691367
0.945952728,1.056454673
1.10805558,1.028795931
0.624620231,0.715968325
1.249963992,1.138177259
0.836814675,0.867497902
1.411465941,1.157522885
0.663455305,0.780319454
1.354114773,1.606807409
1.082861768,0.732179543
0.950027039,0.66281164
0.550204714,0.643787112
1.172029611,1.000295121
0.703290037,1.089643577
0.749763608,0.65346128
1.224992038,1.177454451
1.113728913,1.136284055
1.390418007,1.253826601
1.127294104,1.323389707
1.17003393,0.669849015
1.076368826,1.155927571
1.316171881,1.007309065
0.925122886,0.808364056
0.878033457,1.185277497
1.540869122,1.72928252
0.946682377,1.18505274
1.447206465,1.393466293
1.188537382,1.595481323
0.970029149,0.937124594
1.048053466,1.08243962
1.134862567,1.121623166
0.764085024,0.830984196
